,表チーム,裏チーム,表得点,裏得点
0,Rソックス,タイガース,5,6
1,Rソックス,タイガース,1,4
2,Rソックス,タイガース,7,5
3,Rソックス,タイガース,1,2
4,ツインズ,タイガース,1,2
5,ツインズ,タイガース,3,5
6,ツインズ,タイガース,11,5
7,マリナーズ,タイガース,8,0
8,マリナーズ,タイガース,2,1
9,Wソックス,タイガース,7,3
10,Wソックス,タイガース,6,4
11,Wソックス,タイガース,3,7
12,インディアンス,タイガース,1,7
13,インディアンス,タイガース,2,5
14,インディアンス,タイガース,3,2
15,オリオールズ,タイガース,13,11
16,オリオールズ,タイガース,4,5
17,オリオールズ,タイガース,5,6
18,レンジャーズ,タイガース,5,3
19,レンジャーズ,タイガース,3,9
20,Wソックス,タイガース,1,10
21,Wソックス,タイガース,4,7
22,エンゼルス,タイガース,5,3
23,エンゼルス,タイガース,0,4
24,エンゼルス,タイガース,11,4
25,Dバックス,タイガース,2,1
26,レイズ,タイガース,3,5
27,レイズ,タイガース,4,13
28,ロイヤルズ,タイガース,3,5
29,ロイヤルズ,タイガース,8,2
30,インディアンス,タイガース,4,1
31,インディアンス,タイガース,11,8
32,ジャイアンツ,タイガース,3,5
33,ジャイアンツ,タイガース,2,6
34,ア・リーグ,ナ・リーグ,2,1
35,ロイヤルズ,タイガース,5,3
36,ロイヤルズ,タイガース,3,1
37,ロイヤルズ,タイガース,16,2
38,アストロズ,タイガース,6,5
39,アストロズ,タイガース,3,5
40,アストロズ,タイガース,1,13
41,パイレーツ,タイガース,0,10
42,パイレーツ,タイガース,7,5
43,ツインズ,タイガース,9,4
44,ツインズ,タイガース,11,12
45,ツインズ,タイガース,6,4
46,ドジャース,タイガース,8,5
47,ドジャース,タイガース,3,0
48,ヤンキース,タイガース,13,4
49,ヤンキース,タイガース,10,2
50,ヤンキース,タイガース,6,10
51,インディアンス,タイガース,10,0
52,インディアンス,タイガース,5,2
53,ロイヤルズ,タイガース,2,13
54,ロイヤルズ,タイガース,13,2
55,Wソックス,タイガース,17,7
56,Wソックス,タイガース,2,3
57,Wソックス,タイガース,10,4
58,Wソックス,タイガース,0,12
59,アスレチックス,タイガース,8,3
60,アスレチックス,タイガース,9,8
61,アスレチックス,タイガース,3,2
62,ツインズ,タイガース,10,4
63,ツインズ,タイガース,10,4
64,Wソックス,インディアンス,1,2
65,Wソックス,インディアンス,2,1
66,Wソックス,インディアンス,10,4
67,タイガース,インディアンス,7,6
68,タイガース,インディアンス,6,13
69,タイガース,インディアンス,4,1
70,アストロズ,インディアンス,6,7
71,アストロズ,インディアンス,3,4
72,マリナーズ,インディアンス,3,1
73,マリナーズ,インディアンス,3,4
74,マリナーズ,インディアンス,4,12
75,ツインズ,インディアンス,1,0
76,ツインズ,インディアンス,4,1
77,ツインズ,インディアンス,3,8
78,レイズ,インディアンス,7,8
79,レイズ,インディアンス,6,4
80,レイズ,インディアンス,7,4
81,レッズ,インディアンス,4,3
82,ロイヤルズ,インディアンス,5,2
83,ロイヤルズ,インディアンス,1,10
84,アスレチックス,インディアンス,3,5
85,アスレチックス,インディアンス,4,9
86,アスレチックス,インディアンス,3,1
87,アスレチックス,インディアンス,0,8
88,Wソックス,インディアンス,3,7
89,Wソックス,インディアンス,5,3
90,Wソックス,インディアンス,2,4
91,ドジャース,インディアンス,6,4
92,ドジャース,インディアンス,5,12
93,ツインズ,インディアンス,5,0
94,ツインズ,インディアンス,4,2
95,ツインズ,インディアンス,4,0
96,レンジャーズ,インディアンス,9,15
97,レンジャーズ,インディアンス,2,1
98,レンジャーズ,インディアンス,3,5
99,パドレス,インディアンス,1,0
100,パドレス,インディアンス,2,11
101,タイガース,インディアンス,2,11
102,タイガース,インディアンス,0,4
103,タイガース,インディアンス,5,3
104,ブルージェイズ,インディアンス,3,13
105,ブルージェイズ,インディアンス,1,8
106,エンゼルス,インディアンス,7,11
107,エンゼルス,インディアンス,4,10
108,エンゼルス,インディアンス,1,2
109,ヤンキース,インディアンス,1,5
110,ヤンキース,インディアンス,2,7
111,ヤンキース,インディアンス,2,1
112,ヤンキース,インディアンス,8,1
113,ロッキーズ,インディアンス,1,4
114,ロッキーズ,インディアンス,3,2
115,Rソックス,インディアンス,9,1
116,Rソックス,インディアンス,6,1
117,Rソックス,インディアンス,6,13
118,ロイヤルズ,インディアンス,0,4
119,ロイヤルズ,インディアンス,0,4
120,ロイヤルズ,インディアンス,0,12
121,オリオールズ,インディアンス,0,5
122,オリオールズ,インディアンス,2,4
123,オリオールズ,インディアンス,2,3
124,タイガース,インディアンス,0,11
125,タイガース,インディアンス,0,2
126,タイガース,インディアンス,3,5
127,ロイヤルズ,インディアンス,2,3
128,ロイヤルズ,インディアンス,4,3
129,ロイヤルズ,インディアンス,4,8
130,ロイヤルズ,インディアンス,2,3
131,ツインズ,インディアンス,8,6
132,ツインズ,インディアンス,2,4
133,ツインズ,インディアンス,2,5
134,Wソックス,インディアンス,1,10
135,Wソックス,インディアンス,2,1
136,Wソックス,インディアンス,1,3
137,アスレチックス,ロイヤルズ,2,0
138,アスレチックス,ロイヤルズ,8,3
139,アスレチックス,ロイヤルズ,1,3
140,エンゼルス,ロイヤルズ,1,7
141,エンゼルス,ロイヤルズ,2,3
142,エンゼルス,ロイヤルズ,0,1
143,ジャイアンツ,ロイヤルズ,2,1
144,ジャイアンツ,ロイヤルズ,0,2
145,ツインズ,ロイヤルズ,6,4
146,ツインズ,ロイヤルズ,7,5
147,Wソックス,ロイヤルズ,1,6
148,Wソックス,ロイヤルズ,6,0
149,Wソックス,ロイヤルズ,1,6
150,Wソックス,ロイヤルズ,8,3
151,インディアンス,ロイヤルズ,1,3
152,インディアンス,ロイヤルズ,3,1
153,インディアンス,ロイヤルズ,1,0
154,オリオールズ,ロイヤルズ,2,3
155,オリオールズ,ロイヤルズ,3,4
156,オリオールズ,ロイヤルズ,8,9
157,ヤンキース,ロイヤルズ,7,1
158,ヤンキース,ロイヤルズ,11,7
159,ヤンキース,ロイヤルズ,1,5
160,タイガース,ロイヤルズ,10,7
161,タイガース,ロイヤルズ,0,1
162,タイガース,ロイヤルズ,6,5
163,インディアンス,ロイヤルズ,5,12
164,インディアンス,ロイヤルズ,8,0
165,アストロズ,ロイヤルズ,7,3
166,アストロズ,ロイヤルズ,7,9
167,アストロズ,ロイヤルズ,5,7
168,アストロズ,ロイヤルズ,6,1
169,Rソックス,ロイヤルズ,2,4
170,Rソックス,ロイヤルズ,8,3
171,Rソックス,ロイヤルズ,4,6
172,ブルージェイズ,ロイヤルズ,4,5
173,ブルージェイズ,ロイヤルズ,2,3
174,ブルージェイズ,ロイヤルズ,8,2
175,ツインズ,ロイヤルズ,6,11
176,ツインズ,ロイヤルズ,2,6
177,タイガース,ロイヤルズ,10,2
178,タイガース,ロイヤルズ,9,3
179,タイガース,ロイヤルズ,3,4
180,タイガース,ロイヤルズ,4,16
181,Wソックス,ロイヤルズ,6,7
182,Wソックス,ロイヤルズ,4,5
183,マリナーズ,ロイヤルズ,4,6
184,マリナーズ,ロイヤルズ,5,2
185,マリナーズ,ロイヤルズ,8,7
186,カージナルス,ロイヤルズ,11,3
187,カージナルス,ロイヤルズ,10,3
188,インディアンス,ロイヤルズ,10,1
189,インディアンス,ロイヤルズ,5,0
190,ロッキーズ,ロイヤルズ,2,3
191,ロッキーズ,ロイヤルズ,4,6
192,ロッキーズ,ロイヤルズ,3,2
193,レイズ,ロイヤルズ,12,0
194,レイズ,ロイヤルズ,2,6
195,レイズ,ロイヤルズ,5,3
196,ツインズ,ロイヤルズ,4,2
197,ツインズ,ロイヤルズ,8,5
198,ツインズ,ロイヤルズ,3,11
199,Wソックス,ロイヤルズ,11,3
200,Wソックス,ロイヤルズ,3,4
201,Wソックス,ロイヤルズ,5,3
202,タイガース,ロイヤルズ,1,2
203,タイガース,ロイヤルズ,4,7
204,タイガース,ロイヤルズ,4,1
205,Dバックス,ロイヤルズ,1,2
206,Dバックス,ロイヤルズ,3,4
207,Dバックス,ロイヤルズ,14,2
208,ロイヤルズ,ツインズ,1,7
209,ロイヤルズ,ツインズ,1,9
210,ロイヤルズ,ツインズ,3,5
211,Wソックス,ツインズ,2,1
212,Wソックス,ツインズ,0,6
213,Wソックス,ツインズ,3,1
214,インディアンス,ツインズ,3,1
215,インディアンス,ツインズ,11,4
216,インディアンス,ツインズ,6,2
217,タイガース,ツインズ,3,6
218,タイガース,ツインズ,5,4
219,タイガース,ツインズ,13,4
220,アスレチックス,ツインズ,1,9
221,アスレチックス,ツインズ,4,7
222,アスレチックス,ツインズ,8,5
223,Rソックス,ツインズ,3,4
224,Rソックス,ツインズ,11,1
225,Rソックス,ツインズ,17,6
226,ロッキーズ,ツインズ,7,3
227,ロッキーズ,ツインズ,5,1
228,ロイヤルズ,ツインズ,3,4
229,レイズ,ツインズ,3,5
230,レイズ,ツインズ,8,6
231,アストロズ,ツインズ,16,8
232,アストロズ,ツインズ,7,2
233,アストロズ,ツインズ,17,6
234,マリナーズ,ツインズ,14,3
235,マリナーズ,ツインズ,2,6
236,インディアンス,ツインズ,8,1
237,Wソックス,ツインズ,7,9
238,Wソックス,ツインズ,2,4
239,Wソックス,ツインズ,9,0
240,エンゼルス,ツインズ,5,9
241,エンゼルス,ツインズ,4,5
242,オリオールズ,ツインズ,4,6
243,オリオールズ,ツインズ,6,9
244,オリオールズ,ツインズ,5,1
245,オリオールズ,ツインズ,11,5
246,ヤンキース,ツインズ,2,4
247,ヤンキース,ツインズ,6,3
248,ヤンキース,ツインズ,1,6
249,タイガース,ツインズ,6,3
250,タイガース,ツインズ,9,6
251,レンジャーズ,ツインズ,4,1
252,レンジャーズ,ツインズ,4,8
253,レンジャーズ,ツインズ,4,1
254,レンジャーズ,ツインズ,5,6
255,ブリュワーズ,ツインズ,4,5
256,ブリュワーズ,ツインズ,4,11
257,インディアンス,ツインズ,8,1
258,インディアンス,ツインズ,9,3
259,Dバックス,ツインズ,3,10
260,Dバックス,ツインズ,0,5
261,Wソックス,ツインズ,4,6
262,Wソックス,ツインズ,1,11
263,Wソックス,ツインズ,4,5
264,ロイヤルズ,ツインズ,7,6
265,ロイヤルズ,ツインズ,0,17
266,パドレス,ツインズ,0,16
267,パドレス,ツインズ,1,3
268,ブルージェイズ,ツインズ,2,3
269,ブルージェイズ,ツインズ,4,3
270,ブルージェイズ,ツインズ,7,2
271,ブルージェイズ,ツインズ,7,13
272,タイガース,ツインズ,3,6
273,タイガース,ツインズ,3,2
274,タイガース,ツインズ,1,5
275,タイガース,Wソックス,2,11
276,ツインズ,Wソックス,3,1
277,ツインズ,Wソックス,2,6
278,ツインズ,Wソックス,4,1
279,インディアンス,Wソックス,3,0
280,ドジャース,カブス,2,3
281,インディアンス,Wソックス,7,0
282,インディアンス,Wソックス,2,6
283,ロイヤルズ,Wソックス,1,12
284,ロイヤルズ,Wソックス,2,5
285,ツインズ,Wソックス,7,2
286,ツインズ,Wソックス,7,6
287,パドレス,Wソックス,6,3
288,ドジャース,カブス,2,0
289,パドレス,Wソックス,4,5
290,パドレス,Wソックス,3,9
291,タイガース,Wソックス,0,3
292,タイガース,Wソックス,3,7
293,Rソックス,Wソックス,4,5
294,ドジャース,カブス,0,4
295,Rソックス,Wソックス,13,7
296,Rソックス,Wソックス,4,1
297,パイレーツ,カブス,4,2
298,オリオールズ,Wソックス,7,10
299,パイレーツ,カブス,8,7
300,オリオールズ,Wソックス,2,5
301,パイレーツ,カブス,6,1
302,アスレチックス,Wソックス,3,0
303,アスレチックス,Wソックス,10,2
304,ブリュワーズ,カブス,6,3
305,アスレチックス,Wソックス,5,3
306,ブリュワーズ,カブス,7,9
307,ヤンキース,Wソックス,6,5
308,ブリュワーズ,カブス,4,7
309,ヤンキース,Wソックス,3,4
310,ヤンキース,Wソックス,12,3
311,フィリーズ,カブス,10,2
312,フィリーズ,カブス,3,8
313,フィリーズ,カブス,4,5
314,フィリーズ,カブス,4,4
315,ヤンキース,カブス,3,2
316,ヤンキース,カブス,11,6
317,ヤンキース,カブス,5,4
318,レッズ,カブス,5,9
319,レッズ,カブス,5,7
320,レッズ,カブス,5,9
321,レンジャーズ,Wソックス,10,4
322,ブリュワーズ,カブス,6,3
323,レンジャーズ,Wソックス,5,6
324,ジャイアンツ,カブス,6,4
325,ドジャース,Wソックス,1,0
326,ドジャース,Wソックス,9,1
327,ジャイアンツ,カブス,1,4
328,カブス,Wソックス,8,3
329,ジャイアンツ,カブス,4,5
330,ジャイアンツ,カブス,1,5
331,カブス,Wソックス,6,3
332,インディアンス,Wソックス,9,3
333,インディアンス,Wソックス,5,4
334,インディアンス,Wソックス,1,3
335,ブルージェイズ,Wソックス,6,7
336,カージナルス,カブス,3,5
337,カージナルス,カブス,6,7
338,ブルージェイズ,Wソックス,8,4
339,マーリンズ,カブス,1,3
340,ブルージェイズ,Wソックス,5,1
341,アストロズ,Wソックス,5,8
342,アストロズ,Wソックス,1,7
343,アストロズ,Wソックス,2,3
344,マーリンズ,カブス,2,10
345,ロイヤルズ,Wソックス,3,6
346,ロイヤルズ,Wソックス,5,4
347,マーリンズ,カブス,6,5
348,ロイヤルズ,Wソックス,14,6
349,ツインズ,Wソックス,4,1
350,ロッキーズ,カブス,4,1
351,ツインズ,Wソックス,3,4
352,ツインズ,Wソックス,1,5
353,ロッキーズ,カブス,5,3
354,タイガース,Wソックス,2,3
355,タイガース,Wソックス,6,3
356,タイガース,Wソックス,1,7
357,ロッキーズ,カブス,9,1
358,レイズ,Wソックス,3,1
359,レイズ,Wソックス,4,5
360,ロッキーズ,カブス,5,7
361,インディアンス,Wソックス,9,4
362,インディアンス,Wソックス,5,1
363,インディアンス,Wソックス,11,2
364,ジャイアンツ,Wソックス,9,2
365,パドレス,カブス,0,4
366,ジャイアンツ,Wソックス,1,13
367,ジャイアンツ,Wソックス,1,8
368,パドレス,カブス,3,2
369,ロイヤルズ,Wソックス,8,2
370,ロイヤルズ,Wソックス,1,8
371,エンゼルス,Wソックス,2,4
372,エンゼルス,Wソックス,9,3
373,エンゼルス,Wソックス,4,6
374,エンゼルス,Wソックス,4,5
375,レイズ,カブス,6,5
376,レイズ,カブス,3,7
377,パイレーツ,カブス,1,6
378,パイレーツ,カブス,4,2
379,パイレーツ,カブス,14,3
380,カージナルス,カブス,11,4
381,ブルージェイズ,オリオールズ,2,3
382,ブルージェイズ,オリオールズ,1,3
383,ヤンキース,オリオールズ,5,6
384,Wソックス,カブス,3,1
385,ヤンキース,オリオールズ,4,5
386,ヤンキース,オリオールズ,7,3
387,Wソックス,カブス,2,7
388,Rソックス,オリオールズ,0,2
389,Rソックス,オリオールズ,2,4
390,Rソックス,オリオールズ,6,2
391,レイズ,オリオールズ,3,6
392,Dバックス,カブス,4,16
393,レイズ,オリオールズ,4,5
394,Dバックス,カブス,3,0
395,Wソックス,オリオールズ,2,4
396,Wソックス,オリオールズ,5,6
397,Wソックス,オリオールズ,0,4
398,Dバックス,カブス,10,8
399,ナショナルズ,オリオールズ,4,6
400,ナショナルズ,オリオールズ,4,5
401,ナショナルズ,カブス,4,2
402,ブルージェイズ,オリオールズ,3,5
403,ブルージェイズ,オリオールズ,5,7
404,ナショナルズ,カブス,4,7
405,ブルージェイズ,オリオールズ,3,1
406,ツインズ,オリオールズ,14,7
407,ツインズ,オリオールズ,2,0
408,ナショナルズ,カブス,9,4
409,ツインズ,オリオールズ,4,3
410,ヤンキース,オリオールズ,2,3
411,ヤンキース,オリオールズ,8,3
412,レッズ,カブス,5,15
413,ヤンキース,オリオールズ,4,10
414,レッズ,カブス,2,1
415,Rソックス,オリオールズ,5,7
416,レッズ,カブス,6,6
417,Rソックス,オリオールズ,5,2
418,Rソックス,オリオールズ,7,3
419,パイレーツ,オリオールズ,5,6
420,レッズ,カブス,13,10
421,パイレーツ,オリオールズ,6,9
422,カージナルス,オリオールズ,11,2
423,ブルージェイズ,カブス,4,7
424,ブルージェイズ,カブス,3,4
425,インディアンス,オリオールズ,12,0
426,インディアンス,オリオールズ,5,6
427,インディアンス,オリオールズ,5,1
428,インディアンス,オリオールズ,6,3
429,パイレーツ,カブス,1,6
430,パイレーツ,カブス,1,4
431,レイズ,オリオールズ,10,3
432,レイズ,オリオールズ,1,7
433,パイレーツ,カブス,3,17
434,カブス,オリオールズ,8,0
435,レンジャーズ,オリオールズ,1,3
436,ブレーブス,カブス,2,6
437,レンジャーズ,オリオールズ,1,12
438,レンジャーズ,オリオールズ,2,10
439,ブレーブス,カブス,0,2
440,ブレーブス,カブス,12,14
441,レンジャーズ,オリオールズ,7,9
442,アストロズ,オリオールズ,8,7
443,ブリュワーズ,カブス,2,0
444,アストロズ,オリオールズ,7,9
445,ロイヤルズ,オリオールズ,1,2
446,ブリュワーズ,カブス,3,1
447,ロイヤルズ,オリオールズ,2,7
448,ロイヤルズ,オリオールズ,0,6
449,タイガース,オリオールズ,7,5
450,タイガース,オリオールズ,5,2
451,メッツ,カブス,3,8
452,タイガース,オリオールズ,2,5
453,タイガース,オリオールズ,3,12
454,エンゼルス,オリオールズ,7,9
455,メッツ,カブス,5,17
456,エンゼルス,オリオールズ,5,1
457,メッツ,カブス,6,14
458,アスレチックス,オリオールズ,6,4
459,カージナルス,カブス,2,8
460,アスレチックス,オリオールズ,7,8
461,マリナーズ,オリオールズ,6,7
462,カージナルス,カブス,1,4
463,マリナーズ,オリオールズ,0,4
464,マリナーズ,オリオールズ,7,8
465,カージナルス,カブス,3,4
466,ブルージェイズ,オリオールズ,11,8
467,ブルージェイズ,オリオールズ,0,1
468,レッズ,カブス,4,5
469,ブルージェイズ,オリオールズ,7,2
470,レッズ,カブス,0,9
471,ヤンキース,オリオールズ,6,7
472,Rソックス,オリオールズ,10,8
473,Rソックス,オリオールズ,1,0
474,Rソックス,オリオールズ,9,0
475,レイズ,オリオールズ,8,3
476,レイズ,オリオールズ,9,6
477,レイズ,オリオールズ,4,9
478,ブリュワーズ,ブルージェイズ,4,3
479,ブリュワーズ,ブルージェイズ,2,0
480,オリオールズ,ブルージェイズ,2,1
481,オリオールズ,ブルージェイズ,6,4
482,オリオールズ,ブルージェイズ,1,2
483,オリオールズ,ブルージェイズ,11,4
484,Rソックス,ブルージェイズ,8,7
485,Rソックス,ブルージェイズ,0,3
486,Rソックス,ブルージェイズ,4,1
487,レイズ,ブルージェイズ,7,4
488,レイズ,ブルージェイズ,1,4
489,レイズ,ブルージェイズ,1,3
490,インディアンス,ブルージェイズ,2,4
491,インディアンス,ブルージェイズ,6,0
492,マリナーズ,ブルージェイズ,2,7
493,マリナーズ,ブルージェイズ,0,4
494,マリナーズ,ブルージェイズ,2,7
495,マリナーズ,ブルージェイズ,2,3
496,ブレーブス,ブルージェイズ,10,6
497,ブレーブス,ブルージェイズ,9,5
498,レンジャーズ,ブルージェイズ,6,7
499,レンジャーズ,ブルージェイズ,1,3
500,レンジャーズ,ブルージェイズ,3,1
501,レッズ,ブルージェイズ,2,17
502,レッズ,ブルージェイズ,4,6
503,レッズ,ブルージェイズ,4,5
504,ヤンキース,ブルージェイズ,12,2
505,ヤンキース,ブルージェイズ,7,0
506,ヤンキース,ブルージェイズ,2,3
507,Wソックス,ブルージェイズ,11,4
508,オリオールズ,ブルージェイズ,3,1
509,オリオールズ,ブルージェイズ,0,4
510,Rソックス,ブルージェイズ,7,1
511,Rソックス,ブルージェイズ,15,1
512,アストロズ,ブルージェイズ,4,7
513,アストロズ,ブルージェイズ,12,2
514,アストロズ,ブルージェイズ,2,7
515,アストロズ,ブルージェイズ,19,1
516,アスレチックス,ブルージェイズ,2,4
517,アスレチックス,ブルージェイズ,1,4
518,アスレチックス,ブルージェイズ,2,3
519,アスレチックス,ブルージェイズ,4,8
520,エンゼルス,ブルージェイズ,7,2
521,カブス,カージナルス,3,4
522,エンゼルス,ブルージェイズ,6,5
523,エンゼルス,ブルージェイズ,10,11
524,ヤンキース,ブルージェイズ,2,4
525,カブス,カージナルス,2,1
526,ヤンキース,ブルージェイズ,11,5
527,ヤンキース,ブルージェイズ,0,4
528,パイレーツ,ブルージェイズ,4,2
529,パイレーツ,ブルージェイズ,2,7
530,パイレーツ,ブルージェイズ,1,7
531,レイズ,ブルージェイズ,1,2
532,レイズ,ブルージェイズ,6,4
533,レイズ,ブルージェイズ,2,3
534,レイズ,ブルージェイズ,3,5
535,ツインズ,ブルージェイズ,6,1
536,レッズ,カージナルス,2,0
537,ツインズ,ブルージェイズ,9,10
538,ツインズ,ブルージェイズ,7,2
539,Rソックス,ブルージェイズ,6,5
540,レッズ,カージナルス,4,10
541,Rソックス,ブルージェイズ,3,0
542,Rソックス,ブルージェイズ,7,1
543,レッズ,カージナルス,8,0
544,パイレーツ,カージナルス,1,2
545,パイレーツ,カージナルス,1,2
546,タイガース,ブルージェイズ,5,4
547,タイガース,ブルージェイズ,4,5
548,パイレーツ,カージナルス,1,2
549,タイガース,ブルージェイズ,2,8
550,オリオールズ,ブルージェイズ,3,4
551,オリオールズ,ブルージェイズ,2,3
552,オリオールズ,ブルージェイズ,2,1
553,ロイヤルズ,ブルージェイズ,2,5
554,ロイヤルズ,ブルージェイズ,15,5
555,ヤンキース,ブルージェイズ,1,8
556,ヤンキース,ブルージェイズ,5,1
557,ヤンキース,ブルージェイズ,5,9
558,ブルージェイズ,カージナルス,4,8
559,レッズ,カージナルス,5,7
560,レッズ,カージナルス,5,4
561,ブリュワーズ,カージナルス,7,5
562,ブリュワーズ,カージナルス,1,2
563,パイレーツ,Rソックス,3,5
564,パイレーツ,Rソックス,0,3
565,ブリュワーズ,カージナルス,5,4
566,オリオールズ,Rソックス,1,8
567,オリオールズ,Rソックス,12,5
568,レイズ,Rソックス,10,5
569,カブス,カージナルス,3,2
570,レイズ,Rソックス,1,2
571,レイズ,Rソックス,5,7
572,カブス,カージナルス,3,5
573,レイズ,Rソックス,3,4
574,カブス,カージナルス,0,5
575,Rソックス,カージナルス,6,3
576,ヤンキース,Rソックス,3,0
577,カブス,Rソックス,4,5
578,Rソックス,カージナルス,5,4
579,カブス,Rソックス,7,4
580,カブス,Rソックス,2,6
581,オリオールズ,Rソックス,5,2
582,ジャイアンツ,カージナルス,6,5
583,オリオールズ,Rソックス,2,5
584,ジャイアンツ,カージナルス,3,1
585,オリオールズ,Rソックス,2,4
586,オリオールズ,Rソックス,8,3
587,レイズ,Rソックス,5,4
588,レイズ,Rソックス,3,6
589,レイズ,Rソックス,11,2
590,ドジャース,カージナルス,5,1
591,レンジャーズ,Rソックス,6,11
592,レンジャーズ,Rソックス,4,9
593,ドジャース,カージナルス,9,4
594,レンジャーズ,Rソックス,2,6
595,ドジャース,カージナルス,1,2
596,マリナーズ,Rソックス,0,6
597,マリナーズ,Rソックス,5,0
598,ドジャース,カージナルス,0,2
599,フィリーズ,カージナルス,2,3
600,タイガース,Rソックス,3,5
601,タイガース,Rソックス,3,11
602,フィリーズ,カージナルス,0,7
603,タイガース,Rソックス,8,3
604,フィリーズ,Rソックス,5,6
605,フィリーズ,カージナルス,5,6
606,ブリュワーズ,カージナルス,6,4
607,パイレーツ,カージナルス,4,3
608,パイレーツ,カージナルス,7,3
609,パイレーツ,カージナルス,4,8
610,エンゼルス,Rソックス,4,9
611,エンゼルス,Rソックス,6,3
612,エンゼルス,Rソックス,4,2
613,ツインズ,Rソックス,1,4
614,ツインズ,Rソックス,2,9
615,ツインズ,Rソックス,4,1
616,ナショナルズ,カージナルス,7,2
617,マーリンズ,カージナルス,6,14
618,マーリンズ,カージナルス,5,2
619,マーリンズ,カージナルス,3,4
620,メッツ,カージナルス,6,5
621,ブルージェイズ,Rソックス,4,3
622,メッツ,カージナルス,1,4
623,ブルージェイズ,Rソックス,4,5
624,ブルージェイズ,Rソックス,1,5
625,メッツ,カージナルス,0,6
626,ブルージェイズ,Rソックス,8,6
627,ロッキーズ,カージナルス,2,8
628,ロイヤルズ,Rソックス,4,2
629,ロッキーズ,カージナルス,2,3
630,ロイヤルズ,Rソックス,8,9
631,ロッキーズ,カージナルス,5,10
632,ロイヤルズ,Rソックス,5,3
633,インディアンス,Rソックス,2,6
634,インディアンス,Rソックス,10,12
635,Dバックス,カージナルス,4,0
636,Dバックス,カージナルス,0,1
637,Wソックス,Rソックス,5,9
638,Dバックス,カージナルス,2,3
639,Wソックス,Rソックス,2,3
640,Wソックス,Rソックス,1,4
641,ロイヤルズ,カージナルス,5,8
642,Wソックス,Rソックス,3,6
643,ロイヤルズ,カージナルス,6,8
644,ブレーブス,カージナルス,5,8
645,カージナルス,Rソックス,4,10
646,カージナルス,Rソックス,4,5
647,ブレーブス,カージナルス,5,6
648,ヤンキース,Rソックス,6,9
649,ブレーブス,カージナルス,6,3
650,ヤンキース,Rソックス,4,3
651,オリオールズ,Rソックス,16,3
652,オリオールズ,Rソックス,7,0
653,パドレス,カージナルス,2,6
654,オリオールズ,Rソックス,2,1
655,パドレス,カージナルス,4,3
656,ブルージェイズ,Rソックス,2,3
657,ブルージェイズ,Rソックス,1,6
658,レイズ,カージナルス,7,3
659,レイズ,Rソックス,3,9
660,レイズ,カージナルス,4,6
661,レイズ,カージナルス,3,2
662,レイズ,Rソックス,4,1
663,アスレチックス,Rソックス,1,11
664,アスレチックス,Rソックス,7,3
665,パイレーツ,カージナルス,1,4
666,アスレチックス,Rソックス,2,6
667,パイレーツ,カージナルス,0,7
668,ブルージェイズ,Rソックス,6,4
669,ブルージェイズ,Rソックス,9,4
670,レッズ,カージナルス,4,13
671,ブルージェイズ,Rソックス,7,10
672,レッズ,カージナルス,6,0
673,アストロズ,Rソックス,12,2
674,アストロズ,Rソックス,3,2
675,レッズ,カージナルス,2,5
676,アストロズ,Rソックス,3,6
677,アストロズ,Rソックス,4,3
678,カブス,カージナルス,10,2
679,カブス,カージナルス,7,8
680,カブス,カージナルス,5,1
681,カブス,カージナルス,2,1
682,ブリュワーズ,カージナルス,5,3
683,ブリュワーズ,カージナルス,6,7
684,ブリュワーズ,カージナルス,6,1
685,レイズ,ヤンキース,1,8
686,レイズ,ヤンキース,4,8
687,レイズ,ヤンキース,2,3
688,カージナルス,ヤンキース,3,4
689,カージナルス,ヤンキース,2,3
690,カージナルス,ヤンキース,3,9
691,Wソックス,ヤンキース,4,7
692,Wソックス,ヤンキース,4,1
693,Wソックス,ヤンキース,1,9
694,オリオールズ,ヤンキース,11,14
695,オリオールズ,ヤンキース,4,12
696,オリオールズ,ヤンキース,7,4
697,ブレーブス,パイレーツ,4,5
698,ブレーブス,パイレーツ,4,6
699,ブルージェイズ,ヤンキース,7,1
700,ブルージェイズ,ヤンキース,5,11
701,ブレーブス,パイレーツ,5,6
702,ブルージェイズ,ヤンキース,6,8
703,レッズ,パイレーツ,7,1
704,レッズ,パイレーツ,6,2
705,アストロズ,ヤンキース,3,2
706,アストロズ,ヤンキース,5,1
707,レッズ,パイレーツ,9,2
708,アストロズ,ヤンキース,6,11
709,ヤンキース,パイレーツ,3,6
710,ロイヤルズ,ヤンキース,2,4
711,ロイヤルズ,ヤンキース,6,2
712,ヤンキース,パイレーツ,11,5
713,ロイヤルズ,ヤンキース,0,3
714,ヤンキース,パイレーツ,1,2
715,アスレチックス,ヤンキース,4,1
716,アスレチックス,ヤンキース,2,3
717,アスレチックス,ヤンキース,5,9
718,カブス,パイレーツ,14,3
719,Rソックス,ヤンキース,5,4
720,Rソックス,ヤンキース,0,8
721,Rソックス,ヤンキース,1,9
722,オリオールズ,ヤンキース,2,8
723,オリオールズ,ヤンキース,3,16
724,オリオールズ,ヤンキース,3,14
725,ブリュワーズ,パイレーツ,0,4
726,エンゼルス,ヤンキース,8,3
727,エンゼルス,ヤンキース,4,8
728,エンゼルス,ヤンキース,10,5
729,レンジャーズ,ヤンキース,1,2
730,レンジャーズ,ヤンキース,8,1
731,レンジャーズ,ヤンキース,7,6
